Employee_ID,Department,Age,Salary,Projects_Completed,Working_Hours,Performance_Score,Promotion_Status
EMP2766,HR,59,47751,17,35,40,No
EMP2767,Finance,50,97634,9,59,76,No
EMP2768,Operations,35,80531,6,38,45,No
EMP2769,IT,34,77481,20,31,54,No
EMP2770,Operations,56,104309,3,56,84,Yes
EMP2771,Sales,46,74868,6,31,91,Yes
EMP2772,Finance,33,60378,4,33,44,No
EMP2773,Sales,22,56395,10,35,74,Yes
EMP2774,IT,59,26438,10,36,75,Yes
EMP2775,HR,36,60280,3,48,76,Yes
EMP2776,Finance,23,31297,11,32,100,Yes
EMP2777,Sales,39,77184,17,36,60,No
EMP2778,Operations,43,41976,4,40,66,No
EMP2779,Marketing,27,90821,5,30,77,No
EMP2780,Finance,58,29903,10,35,49,No
EMP2781,HR,26,119170,8,58,53,No
EMP2782,Operations,30,119182,6,60,72,No
EMP2783,Operations,59,110379,17,59,89,Yes
EMP2784,IT,42,63121,12,49,94,No
EMP2785,HR,45,56340,7,49,78,Yes
EMP2786,IT,57,107285,16,33,91,Yes
EMP2787,Sales,56,36425,16,33,69,Yes
EMP2788,Sales,31,33934,9,48,63,No
EMP2789,HR,32,118146,15,38,70,No
EMP2790,Finance,29,41248,19,45,42,No
EMP2791,Sales,46,78612,20,59,83,Yes
EMP2792,Sales,53,106871,11,41,45,No
EMP2793,Marketing,49,59449,2,49,81,Yes
EMP2794,IT,56,26041,5,57,46,No
EMP2795,IT,57,77334,3,37,64,No
EMP2796,Operations,26,70735,15,44,81,Yes
EMP2797,Finance,27,36248,6,53,46,No
EMP2798,Finance,48,51145,13,40,44,No
EMP2799,Marketing,52,52870,16,33,57,No
EMP2800,Marketing,30,86599,5,50,53,No
EMP2801,HR,59,74844,2,59,91,Yes
EMP2802,Finance,51,52973,2,36,95,Yes
EMP2803,Operations,48,60369,9,50,51,Yes
EMP2804,HR,38,78093,3,39,95,Yes
EMP2805,Finance,54,53063,9,35,93,Yes
EMP2806,Finance,42,63915,6,36,62,No
EMP2807,Finance,51,95189,6,60,84,Yes
EMP2808,Operations,57,76005,1,47,90,No
EMP2809,IT,25,119728,19,49,49,No
EMP2810,Operations,41,26859,5,58,69,No
EMP2811,Finance,41,39890,14,38,73,No
EMP2812,Finance,29,108138,15,50,77,Yes
EMP2813,IT,33,80073,18,54,50,No
EMP2814,IT,43,52494,7,51,76,No
EMP2815,Sales,44,27122,10,58,59,No
EMP2816,HR,52,110054,15,43,66,Yes
EMP2817,Marketing,48,93572,11,33,99,Yes
EMP2818,Finance,44,48186,18,49,50,No
EMP2819,Finance,39,111455,14,50,58,No
EMP2820,HR,26,38606,3,50,41,No
EMP2821,Finance,27,90064,20,59,74,Yes
EMP2822,Finance,53,101183,2,51,58,No
EMP2823,IT,35,84589,18,42,47,No
EMP2824,Finance,28,70955,15,43,98,No
EMP2825,Operations,46,25996,12,55,54,No
EMP2826,Sales,37,65291,14,51,55,Yes
EMP2827,Finance,23,27035,1,34,90,Yes
EMP2828,Marketing,59,66611,11,35,76,No
EMP2829,IT,56,76296,7,49,81,Yes
EMP2830,HR,57,81243,5,60,80,Yes
EMP2831,Operations,32,77837,11,46,50,No
EMP2832,HR,29,91093,4,50,76,No
EMP2833,Operations,37,97470,6,60,60,No
EMP2834,HR,22,82333,1,50,89,Yes
EMP2835,HR,55,35324,19,42,41,No
EMP2836,IT,50,108160,12,35,55,No
EMP2837,IT,40,50405,18,56,55,No
EMP2838,Finance,37,111410,2,38,45,No
EMP2839,Operations,22,108674,19,57,46,No
EMP2840,Marketing,28,39034,5,39,56,No
EMP2841,HR,25,89781,12,59,93,Yes
EMP2842,HR,52,27877,14,32,71,No
EMP2843,HR,34,115090,14,42,96,Yes
EMP2844,Finance,31,48567,10,30,97,Yes
EMP2845,Marketing,59,29122,4,40,62,No
EMP2846,Marketing,59,96628,1,35,73,No
EMP2847,HR,33,104444,1,47,41,No
EMP2848,IT,34,72826,4,58,53,Yes
EMP2849,IT,35,35937,5,38,57,No
EMP2850,HR,43,117809,18,50,58,No
EMP2851,Finance,48,92194,13,59,52,No
EMP2852,IT,38,76488,4,48,90,Yes
EMP2853,Sales,31,51978,16,43,96,Yes
EMP2854,Marketing,38,66779,20,33,78,Yes
EMP2855,IT,57,71257,12,58,80,No
EMP2856,Finance,31,29424,17,38,77,No
EMP2857,Marketing,54,71170,13,30,47,No
EMP2858,Sales,48,49368,12,37,44,No
EMP2859,Sales,44,44010,11,33,40,No
EMP2860,HR,42,53019,15,48,90,Yes
EMP2861,IT,56,33681,13,39,78,Yes
EMP2862,IT,27,98525,9,52,78,No
EMP2863,Operations,25,100228,14,51,88,Yes
EMP2864,Sales,33,50837,2,55,71,No
EMP2865,Sales,47,40631,4,44,50,No
EMP2866,Marketing,45,55988,19,30,58,Yes
EMP2867,Marketing,21,85525,10,34,93,No
EMP2868,HR,55,94142,2,40,81,Yes
EMP2869,Finance,27,79405,10,38,60,No
EMP2870,Finance,26,97935,11,45,79,Yes
EMP2871,Sales,50,89662,4,56,63,No
EMP2872,HR,22,54362,2,56,40,No
EMP2873,Sales,48,54667,6,32,52,No
EMP2874,Sales,55,25647,2,38,96,Yes
EMP2875,HR,24,64883,3,38,61,No
EMP2876,Finance,38,116575,6,59,48,No
EMP2877,HR,29,66855,5,54,77,No
EMP2878,Finance,49,112586,4,46,73,Yes
EMP2879,Finance,52,61771,11,54,86,Yes
EMP2880,HR,37,63828,3,41,75,No
EMP2881,IT,34,116090,3,32,71,Yes
EMP2882,HR,34,86361,13,36,71,Yes
EMP2883,IT,58,94159,17,57,60,No
EMP2884,Sales,50,110890,5,57,72,Yes
EMP2885,IT,35,72663,13,44,95,Yes
EMP2886,IT,46,49635,3,38,67,Yes
EMP2887,Sales,57,109984,4,34,69,No
EMP2888,Operations,28,56531,1,58,69,Yes
EMP2889,HR,51,111754,17,44,62,No
EMP2890,Marketing,26,71455,14,36,49,No
EMP2891,Finance,53,68743,2,44,57,No
EMP2892,HR,45,80389,7,39,52,No
EMP2893,Marketing,38,94410,20,45,73,No
EMP2894,Operations,24,109717,8,60,47,No
EMP2895,HR,23,100396,9,37,44,No
EMP2896,Sales,35,106293,13,42,65,Yes
EMP2897,Operations,38,89903,7,35,90,Yes
EMP2898,Operations,39,117517,20,39,86,Yes
EMP2899,IT,53,116812,20,45,87,Yes
EMP2900,Operations,36,47312,11,51,44,No
EMP2901,Sales,50,43590,1,51,70,No
EMP2902,HR,32,59581,3,35,83,Yes
EMP2903,HR,59,71156,16,48,40,No
EMP2904,IT,51,39337,2,56,41,No
EMP2905,Sales,35,93848,17,35,88,Yes
EMP2906,HR,27,64924,11,44,71,No
EMP2907,Marketing,37,111954,16,38,63,No
EMP2908,Sales,40,118081,11,58,73,No
EMP2909,Marketing,51,39779,9,51,73,No
EMP2910,HR,30,78781,8,51,49,No
EMP2911,HR,36,100705,14,41,53,No
EMP2912,IT,45,108720,4,60,57,No
EMP2913,Operations,55,83886,17,35,56,No
EMP2914,Sales,42,76252,19,43,100,No
EMP2915,Sales,33,30387,19,46,84,Yes
EMP2916,Marketing,28,81814,15,48,90,Yes
EMP2917,Sales,28,26092,16,59,83,Yes
EMP2918,Operations,30,93575,10,49,75,No
EMP2919,Sales,52,62782,3,55,58,Yes
EMP2920,HR,34,62095,19,33,43,No
EMP2921,HR,48,71170,1,31,56,No
EMP2922,Sales,53,112205,18,34,45,No
EMP2923,IT,33,81629,19,59,45,No
EMP2924,HR,51,71482,8,55,83,Yes
EMP2925,Finance,46,37863,9,59,59,No
EMP2926,IT,57,82123,11,55,77,Yes
EMP2927,IT,37,42785,14,47,52,No
EMP2928,HR,40,99273,15,47,51,No
EMP2929,Finance,27,43167,17,44,84,Yes
EMP2930,Operations,43,86391,12,43,69,No
EMP2931,Finance,50,28627,18,30,89,Yes
EMP2932,IT,40,56804,19,46,63,No
EMP2933,Marketing,57,63449,2,54,94,Yes
EMP2934,Finance,21,85661,17,44,93,Yes
EMP2935,HR,38,110181,4,40,78,Yes
EMP2936,Sales,57,88106,11,57,43,No
EMP2937,Marketing,53,118972,2,52,53,No
EMP2938,Marketing,52,42878,8,58,83,Yes
EMP2939,IT,40,107344,10,53,99,Yes
EMP2940,Finance,33,40035,3,30,49,No
EMP2941,HR,54,37696,8,36,46,No
EMP2942,Marketing,49,76211,2,59,47,No
EMP2943,Finance,32,55792,18,38,92,Yes
EMP2944,Finance,28,81669,5,50,41,No
EMP2945,Operations,36,47383,17,53,84,Yes
EMP2946,Finance,51,63015,10,51,46,No
EMP2947,Finance,44,112516,9,42,64,No
EMP2948,HR,50,79643,14,34,41,No
EMP2949,HR,57,76043,1,48,59,Yes
EMP2950,Operations,49,30587,12,60,48,No
EMP2951,Operations,50,61294,1,35,62,No
EMP2952,Marketing,34,70722,17,42,72,Yes
EMP2953,Operations,30,71119,19,40,69,No
EMP2954,IT,38,111303,10,59,65,Yes
EMP2955,Operations,51,74351,16,49,82,Yes
EMP2956,Operations,53,111364,17,38,48,No
EMP2957,Marketing,58,70625,19,49,93,Yes
EMP2958,HR,22,45863,8,33,82,Yes
EMP2959,Operations,51,67422,8,54,91,No
EMP2960,IT,27,47806,13,54,66,No
EMP2961,HR,37,40004,2,57,87,Yes
EMP2962,Sales,59,107744,1,59,51,No
EMP2963,Operations,49,74496,5,50,76,No
EMP2964,IT,37,89369,15,51,58,No
EMP2965,Operations,31,81893,17,55,90,Yes
EMP2966,Marketing,22,107459,4,36,42,No
EMP2967,HR,44,78480,19,47,95,Yes
EMP2968,IT,54,90034,7,56,53,No
EMP2969,Finance,53,71151,12,49,97,Yes
EMP2970,IT,25,82524,14,50,64,No
EMP2971,Marketing,26,41671,17,39,46,No
EMP2972,IT,24,103838,18,40,41,No
EMP2973,Sales,37,76173,12,32,95,No
EMP2974,Sales,25,95047,19,37,94,Yes
EMP2975,Marketing,53,65925,13,49,43,No
EMP2976,HR,58,86732,9,50,41,Yes
EMP2977,Finance,37,51281,11,58,88,Yes
EMP2978,IT,56,68202,2,37,71,Yes
EMP2979,Marketing,23,70330,3,60,66,No
EMP2980,Marketing,26,97276,16,60,48,No
EMP2981,HR,27,29666,16,46,54,No
EMP2982,Finance,51,64769,8,30,99,Yes
EMP2983,IT,55,104709,13,51,83,Yes
EMP2984,Marketing,51,31834,13,54,64,No
EMP2985,Finance,48,97029,5,33,68,Yes
EMP2986,Marketing,44,71109,7,40,67,No
EMP2987,IT,35,37057,19,30,54,No
EMP2988,Marketing,57,31000,1,57,86,Yes
EMP2989,HR,25,32425,5,44,51,No
EMP2990,Sales,43,103959,8,39,48,No
EMP2991,Finance,28,111060,3,32,56,No
EMP2992,IT,52,117439,12,58,98,No
EMP2993,Finance,40,73094,18,39,95,Yes
EMP2994,Marketing,38,66793,18,46,46,Yes
EMP2995,Finance,52,61671,3,36,98,Yes
EMP2996,Marketing,35,64968,18,36,47,No
EMP2997,IT,23,55815,15,50,88,Yes
EMP2998,HR,22,90392,2,38,57,No
EMP2999,Sales,26,32827,9,57,79,Yes
EMP3000,HR,45,75418,15,31,54,No
EMP3001,IT,48,94794,2,51,59,Yes
EMP3002,Sales,22,104788,11,59,93,No
EMP3003,Marketing,34,28584,11,53,93,Yes
EMP3004,Finance,24,39314,18,42,100,Yes
EMP3005,Operations,39,95092,15,43,76,No
EMP3006,Marketing,37,46305,13,44,87,No
EMP3007,IT,29,26990,9,55,83,No
EMP3008,HR,36,96146,10,40,76,Yes
EMP3009,Marketing,38,72408,9,51,56,No
EMP3010,Marketing,21,41293,10,48,82,Yes
EMP3011,Sales,32,83170,15,30,68,Yes
EMP3012,HR,43,87941,18,36,66,Yes
EMP3013,HR,38,104996,18,40,44,No
EMP3014,Sales,38,59018,16,34,54,No
EMP3015,IT,24,55496,4,50,42,No
EMP3016,Marketing,49,101007,11,31,75,No
EMP3017,HR,37,58743,1,51,94,No
EMP3018,Sales,55,119151,2,49,55,No
EMP3019,HR,53,83171,4,46,44,No
EMP3020,Sales,57,73674,14,32,81,Yes
EMP3021,Sales,30,28236,11,49,90,Yes
EMP3022,Finance,44,86693,10,49,41,No
EMP3023,HR,39,44669,19,30,46,No
EMP3024,Sales,53,118817,17,55,77,No
EMP3025,IT,45,101373,2,51,86,Yes
EMP3026,Operations,26,35133,8,48,72,No
EMP3027,Operations,56,79798,18,53,47,No
EMP3028,Marketing,24,104574,16,51,73,No
EMP3029,Sales,38,50562,19,39,98,Yes
EMP3030,IT,44,55263,15,40,87,No
EMP3031,Operations,36,83328,14,41,45,No
EMP3032,Marketing,25,72486,16,49,54,No
EMP3033,Finance,35,99624,5,59,74,Yes
EMP3034,Finance,58,112281,5,49,56,No
EMP3035,Sales,41,40461,3,43,66,No
EMP3036,IT,57,89775,7,58,51,No
EMP3037,HR,31,40832,14,38,88,Yes
EMP3038,Finance,27,41567,2,56,67,Yes
EMP3039,IT,25,42351,17,57,73,No
EMP3040,Finance,43,41705,13,52,75,Yes
EMP3041,Sales,28,69146,11,48,78,No
EMP3042,Operations,23,34666,12,60,68,No
EMP3043,Operations,49,82106,10,54,70,No
EMP3044,Operations,32,119857,19,59,92,No
EMP3045,HR,30,26020,19,48,63,No
EMP3046,Finance,45,67000,15,35,72,No
EMP3047,Sales,27,55443,10,45,61,Yes
EMP3048,Marketing,54,100999,17,57,99,Yes
EMP3049,Sales,45,66756,6,60,49,Yes
EMP3050,Operations,34,81431,17,38,76,No
EMP3051,Sales,27,70527,10,35,47,No
EMP3052,Finance,49,54312,6,39,100,No
EMP3053,Marketing,27,55366,9,34,46,No
EMP3054,Marketing,31,28584,20,58,42,No
EMP3055,Marketing,55,50576,1,45,93,No
EMP3056,Sales,34,61941,19,43,86,Yes
EMP3057,IT,50,63658,4,52,85,No
EMP3058,HR,49,81657,16,38,45,No
EMP3059,Sales,28,71362,3,53,90,Yes
EMP3060,HR,41,45542,17,40,57,No
EMP3061,Operations,53,113091,3,52,84,Yes
EMP3062,HR,48,38164,17,40,52,No
EMP3063,Operations,23,108164,1,37,48,No
EMP3064,IT,33,59771,16,34,71,No
EMP3065,Operations,52,62040,5,36,80,No
EMP3066,Marketing,34,25419,14,32,71,No
EMP3067,IT,32,30087,14,52,56,No
EMP3068,Operations,58,55764,12,45,73,No
EMP3069,IT,40,55394,10,51,71,No
EMP3070,Operations,46,103360,12,47,70,Yes
EMP3071,IT,28,62653,14,44,60,No
EMP3072,Finance,28,48094,15,60,60,No
EMP3073,Sales,46,117382,5,54,96,Yes
EMP3074,Finance,59,79002,8,30,58,No
EMP3075,IT,47,32969,18,54,60,No
EMP3076,Sales,47,76298,15,43,65,Yes
EMP3077,HR,38,88636,8,40,80,No
EMP3078,Sales,49,78714,8,48,96,Yes
EMP3079,IT,28,105386,20,40,48,No
EMP3080,HR,22,74700,3,54,85,Yes
EMP3081,Sales,56,33318,2,46,53,No
EMP3082,IT,31,95215,13,57,85,Yes
EMP3083,IT,44,68450,14,36,75,No
EMP3084,HR,23,27625,17,33,72,Yes
EMP3085,Finance,23,45571,10,39,41,No
EMP3086,Operations,36,29427,9,53,47,No
EMP3087,Finance,46,42195,9,57,45,Yes
EMP3088,Marketing,47,27641,1,53,93,Yes
EMP3089,IT,27,102095,13,36,93,Yes
EMP3090,Sales,41,80725,17,53,41,No
EMP3091,Finance,33,38065,9,50,76,No
EMP3092,Sales,48,37197,8,60,66,No
EMP3093,Finance,39,117127,18,46,55,No
EMP3094,Finance,46,73855,18,52,46,No
EMP3095,Marketing,22,77081,8,44,63,No
EMP3096,HR,40,68572,5,55,80,No
EMP3097,HR,56,47184,7,57,100,Yes
EMP3098,IT,26,43524,13,49,93,Yes
EMP3099,Operations,57,55465,2,54,71,Yes
EMP3100,Sales,42,44741,2,40,84,Yes
EMP3101,Finance,21,60146,7,54,75,No
EMP3102,Marketing,52,66027,8,40,69,No
EMP3103,Marketing,56,35673,4,43,84,Yes
EMP3104,IT,21,46245,17,53,47,No
EMP3105,Finance,28,30119,14,45,50,No
EMP3106,Marketing,52,43332,18,43,65,Yes
EMP3107,HR,48,63564,9,46,60,No
EMP3108,Sales,57,110225,6,34,58,No
EMP3109,IT,44,93076,20,38,70,No
EMP3110,Sales,29,46527,17,52,93,Yes
EMP3111,Sales,47,48491,5,45,44,No
EMP3112,HR,40,116942,7,36,84,Yes
EMP3113,Finance,42,37414,2,49,69,No
EMP3114,HR,43,108406,18,58,54,No
EMP3115,HR,33,60989,10,56,98,No
EMP3116,Marketing,40,73139,20,54,65,No
EMP3117,Marketing,55,109095,7,32,77,Yes
EMP3118,Operations,34,61698,6,38,76,Yes
EMP3119,Marketing,58,109519,13,40,76,No
EMP3120,Marketing,59,61338,20,51,98,Yes
EMP3121,IT,21,55386,7,32,99,No
EMP3122,IT,30,46603,16,57,40,No
EMP3123,HR,29,92070,15,43,82,Yes
EMP3124,Sales,53,40374,8,47,65,Yes
EMP3125,Finance,51,71529,10,56,73,Yes
EMP3126,HR,59,53036,6,60,80,No
EMP3127,Operations,30,82310,18,44,71,No
EMP3128,Sales,28,98125,14,50,62,No
EMP3129,Sales,50,112823,12,53,67,Yes
EMP3130,Marketing,33,75129,12,35,99,Yes
EMP3131,HR,33,82944,12,46,52,Yes
EMP3132,Sales,42,37334,12,59,56,No
EMP3133,HR,59,60786,2,50,57,No
EMP3134,Finance,23,116160,9,38,80,Yes
EMP3135,Marketing,22,119113,16,49,80,Yes
EMP3136,IT,51,109875,18,55,46,Yes
EMP3137,HR,30,117489,6,57,94,Yes
EMP3138,Finance,28,32346,15,50,85,Yes
EMP3139,HR,55,61369,7,50,79,No
EMP3140,Sales,41,117970,6,58,77,No
EMP3141,Sales,54,26857,13,43,93,Yes
EMP3142,HR,25,50289,17,34,86,Yes
EMP3143,IT,49,30833,9,49,52,No
EMP3144,Finance,32,108270,1,39,57,No
EMP3145,HR,42,86112,19,56,84,Yes
EMP3146,Finance,26,40238,3,35,86,Yes
EMP3147,Sales,58,107132,1,54,50,No
EMP3148,IT,44,85338,3,58,86,No
EMP3149,Sales,33,42397,10,31,64,No
EMP3150,IT,38,43405,19,40,66,Yes
EMP3151,IT,38,51112,6,39,56,No
EMP3152,Sales,26,89210,12,48,63,No
EMP3153,Operations,54,83939,6,31,100,No
EMP3154,Finance,30,95510,19,36,84,Yes
EMP3155,Operations,39,52190,11,52,72,No
EMP3156,Operations,38,36895,17,54,53,No
EMP3157,Finance,37,29121,4,46,82,Yes
EMP3158,Finance,29,86242,19,40,63,No
EMP3159,Operations,58,29436,11,52,46,No
EMP3160,HR,31,80234,16,40,61,No
EMP3161,HR,32,71924,10,35,69,No
EMP3162,HR,49,105820,15,48,76,No
EMP3163,Operations,46,87072,8,38,86,Yes
EMP3164,Sales,51,113939,13,39,42,No
EMP3165,IT,53,39136,14,43,89,Yes
EMP3166,Marketing,46,102735,1,35,72,Yes
EMP3167,Sales,59,116439,17,36,100,No
EMP3168,IT,29,111954,11,55,43,No
EMP3169,Sales,30,70364,15,42,50,No
EMP3170,Operations,30,51267,6,39,59,Yes
EMP3171,IT,34,82219,3,53,55,No
EMP3172,Marketing,44,25648,16,35,62,Yes
EMP3173,Marketing,46,116590,7,59,70,No
EMP3174,Finance,36,37559,13,34,60,No
EMP3175,IT,46,67875,10,56,83,Yes
EMP3176,Finance,59,76622,18,32,62,No
EMP3177,Operations,58,28525,8,58,78,Yes
EMP3178,IT,44,72484,11,46,92,Yes
EMP3179,Marketing,46,35127,8,34,71,Yes
EMP3180,IT,40,82068,3,40,64,No
EMP3181,Finance,30,62350,10,42,83,No
EMP3182,HR,37,80277,6,35,65,No
EMP3183,HR,50,35831,12,51,86,Yes
EMP3184,Finance,21,46087,11,34,76,No
EMP3185,Operations,50,26518,16,50,82,Yes
EMP3186,HR,40,80703,9,53,80,Yes
EMP3187,Finance,53,73866,16,52,61,No
EMP3188,Sales,28,48440,14,47,88,Yes
EMP3189,Operations,26,44711,1,40,100,No
EMP3190,Marketing,37,50901,17,56,79,No
EMP3191,Finance,48,31362,15,39,42,No
EMP3192,Finance,50,73117,2,58,78,No
EMP3193,Sales,48,69231,10,54,92,Yes
EMP3194,Sales,32,63435,12,43,41,No
EMP3195,Sales,23,103089,4,41,86,Yes
EMP3196,Operations,46,57588,6,32,74,Yes
EMP3197,Operations,30,107958,16,43,97,Yes
EMP3198,Finance,36,93623,19,44,42,Yes
EMP3199,Sales,23,44234,20,53,80,No
EMP3200,HR,45,92191,3,40,99,Yes
EMP3201,Sales,48,77525,1,35,100,Yes
EMP3202,Operations,26,81811,4,55,52,No
EMP3203,Sales,53,95668,8,52,91,Yes
EMP3204,Marketing,51,53207,14,38,87,Yes
EMP3205,IT,38,90740,2,49,65,No
EMP3206,Operations,39,60740,1,43,53,Yes
EMP3207,Finance,29,61014,9,44,78,No
EMP3208,Operations,41,37733,8,37,41,No
EMP3209,IT,25,105135,10,53,85,Yes
EMP3210,Finance,58,80150,20,40,74,Yes
EMP3211,Marketing,21,69951,11,40,62,No
EMP3212,IT,50,90401,7,47,84,Yes
EMP3213,Finance,37,77813,2,51,94,Yes
EMP3214,HR,52,98574,12,32,53,No
EMP3215,Marketing,44,64850,10,54,60,No
EMP3216,Finance,22,45434,20,48,50,No
EMP3217,Marketing,48,79446,1,54,58,No
EMP3218,Finance,36,74189,18,34,64,No
EMP3219,HR,27,76871,7,36,47,No
EMP3220,IT,31,77575,18,43,62,No
EMP3221,Finance,59,61553,11,54,63,No
EMP3222,Operations,41,90838,18,47,65,Yes
EMP3223,Finance,52,85806,10,56,99,Yes
EMP3224,IT,46,62802,1,47,93,Yes
EMP3225,Finance,32,114568,4,42,77,No
EMP3226,Finance,47,49756,1,49,54,No
EMP3227,Marketing,53,35552,20,48,86,Yes
EMP3228,HR,41,104929,8,35,76,No
EMP3229,Operations,26,73535,1,53,78,No
EMP3230,Operations,45,97359,17,57,52,No
EMP3231,IT,50,73373,8,35,70,No
EMP3232,IT,41,42386,10,32,97,Yes
EMP3233,Marketing,50,85187,8,51,78,No
EMP3234,IT,32,85477,17,50,47,No
EMP3235,Sales,31,57094,15,53,44,Yes
EMP3236,HR,47,93126,16,57,64,Yes
EMP3237,Finance,37,118844,18,33,85,Yes
EMP3238,Operations,55,118685,1,44,70,No
EMP3239,HR,39,77218,2,41,65,No
EMP3240,Marketing,49,81175,4,33,49,No
EMP3241,Marketing,28,119633,6,41,66,No
EMP3242,IT,36,88254,7,38,46,No
EMP3243,Operations,25,85062,16,54,55,No
EMP3244,Sales,39,115334,15,40,90,Yes
EMP3245,Sales,57,61083,20,31,88,Yes
EMP3246,Marketing,39,28400,8,58,63,No
EMP3247,Operations,39,65194,6,48,80,Yes
EMP3248,Operations,49,113247,10,34,87,No
EMP3249,IT,30,104619,10,57,64,No
EMP3250,IT,22,52742,19,39,49,No
EMP3251,Sales,44,119521,17,53,95,No
EMP3252,Finance,51,106062,6,41,81,Yes
EMP3253,Marketing,41,93594,12,42,95,No
EMP3254,Operations,31,93843,16,35,70,No
EMP3255,HR,25,69874,8,39,53,No
EMP3256,Sales,59,40675,7,41,71,No
EMP3257,Operations,21,93697,8,53,52,No
EMP3258,HR,46,107103,4,60,61,No
EMP3259,Sales,56,95091,18,57,45,No
EMP3260,HR,49,99278,17,37,55,No
EMP3261,Operations,32,115400,8,37,84,Yes
EMP3262,IT,23,104840,9,47,57,Yes
EMP3263,IT,25,42373,17,39,43,No
EMP3264,IT,58,101188,16,44,46,No
EMP3265,HR,41,108087,3,36,70,Yes
EMP3266,HR,51,50873,4,47,77,Yes
EMP3267,Finance,40,99623,1,48,67,No
EMP3268,HR,49,109230,7,48,91,Yes
EMP3269,Finance,21,57997,14,49,57,No
EMP3270,IT,42,91491,16,46,58,No
EMP3271,Sales,37,94755,8,40,57,No
EMP3272,Marketing,40,107040,15,33,88,No
EMP3273,Finance,21,66839,17,45,71,Yes
EMP3274,HR,48,113208,10,33,99,No
EMP3275,Sales,55,48941,7,54,46,No
EMP3276,IT,40,90769,10,40,89,Yes
EMP3277,HR,40,104891,7,48,83,Yes
EMP3278,IT,33,76935,6,57,50,No
EMP3279,IT,41,92694,16,50,78,No
EMP3280,Operations,38,54979,9,45,99,No
EMP3281,Sales,44,44003,10,40,86,Yes
EMP3282,Operations,41,83944,10,43,76,Yes
EMP3283,Finance,21,77963,2,60,66,Yes
EMP3284,IT,50,60940,1,56,85,Yes
EMP3285,Operations,37,63639,12,30,60,No
EMP3286,Finance,41,98147,18,53,52,No
EMP3287,Marketing,53,82685,9,33,44,No
EMP3288,Sales,51,119537,19,45,100,No
EMP3289,HR,45,115151,16,37,57,No
EMP3290,Marketing,45,32774,4,31,80,Yes
EMP3291,Marketing,44,82425,10,33,70,Yes
EMP3292,Operations,25,67538,14,56,49,No
EMP3293,Marketing,40,100246,7,47,45,No
EMP3294,Sales,57,96642,9,47,73,No
EMP3295,Operations,22,43411,3,57,90,Yes
EMP3296,Operations,41,72347,15,53,96,Yes
EMP3297,Sales,50,54842,15,41,61,No
EMP3298,Operations,37,58470,20,53,99,Yes
EMP3299,HR,47,81011,13,55,71,No
EMP3300,Marketing,24,92143,12,30,76,No
EMP3301,HR,53,67869,18,45,58,No
EMP3302,Operations,25,34902,19,32,75,No
EMP3303,Marketing,31,92305,3,48,99,Yes
EMP3304,Operations,33,34579,14,56,57,No
EMP3305,Operations,30,110254,11,32,51,No
EMP3306,Sales,50,94168,14,58,41,No
EMP3307,Sales,21,106748,13,30,40,No
EMP3308,Finance,30,58928,8,48,83,Yes
EMP3309,Marketing,50,110670,7,54,92,Yes
EMP3310,Sales,57,45002,7,54,49,No
EMP3311,IT,27,28437,18,49,100,No
EMP3312,IT,55,70681,3,40,95,Yes
EMP3313,IT,34,51437,10,35,67,No
EMP3314,IT,34,71575,1,34,96,No
EMP3315,Finance,28,74166,1,44,95,Yes
EMP3316,Operations,34,74861,2,44,68,Yes
EMP3317,IT,45,102360,4,32,51,No
EMP3318,Marketing,54,40951,6,54,53,No
EMP3319,Finance,59,71974,11,43,52,No
EMP3320,HR,53,72167,16,38,72,Yes
EMP3321,Finance,22,25951,13,55,66,No
EMP3322,HR,43,72237,10,56,44,No
EMP3323,Operations,40,55062,3,50,81,No
EMP3324,Finance,22,61007,11,31,49,No
EMP3325,IT,57,26215,5,46,49,No
EMP3326,Finance,23,33019,20,55,53,No
EMP3327,Operations,39,73719,20,43,92,Yes
EMP3328,IT,32,92973,5,53,91,No
EMP3329,IT,44,39338,6,30,71,Yes
EMP3330,Finance,44,59757,20,40,41,No
EMP3331,Sales,22,86669,2,53,95,Yes
EMP3332,Finance,23,95710,13,54,78,No
EMP3333,IT,31,38122,1,41,97,Yes
EMP3334,Finance,25,39733,16,44,66,No
EMP3335,Marketing,49,42616,20,55,80,Yes
EMP3336,Finance,51,58667,5,40,82,Yes
EMP3337,Marketing,27,87624,16,53,93,No
EMP3338,IT,29,53745,17,34,91,No
EMP3339,IT,26,37424,13,39,96,Yes
EMP3340,IT,35,57855,6,53,82,Yes
EMP3341,Operations,50,112602,19,46,73,No
EMP3342,Sales,29,67984,14,41,82,Yes
EMP3343,Operations,23,75466,2,55,52,No
EMP3344,HR,30,108182,2,56,90,Yes
EMP3345,Finance,41,26535,19,45,70,No
EMP3346,IT,57,78170,15,36,69,No
EMP3347,Marketing,49,40442,9,50,89,Yes
EMP3348,Sales,42,49421,9,40,91,No
EMP3349,Marketing,50,111933,4,51,94,Yes
EMP3350,Marketing,37,33272,12,43,81,Yes
EMP3351,Marketing,29,37397,8,44,93,Yes
EMP3352,Marketing,39,41554,12,39,68,No
EMP3353,HR,53,48935,13,56,100,No
EMP3354,Marketing,33,43574,8,54,41,No
EMP3355,Operations,43,93888,20,54,49,No
EMP3356,Marketing,54,31159,18,41,74,Yes
